lol,property_id,unit,tenant_id,name,status,balance_0_30_in_cents,balance_31_60_in_cents,balance_61_90_in_cents,balance_over_90_in_cents,total_owed_in_cents,housing_authority_in_cents,general_notes,court_registry_in_cents,file_date,summons_served,case_number,default_date,judgement,writ_of_possession,motion_to_strike,stipulations,twenty_four_hour_notice,three_day,rent,three_day_sign,prop_asst,legal_name,dba,address,city_state_zip,apt_no
,pmaha,03-0303,t0020339,Beck Sykes,Current,149270,0,0,0,149270,0,,,,,,,,,,,,2017-02-14,1410,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19355 S 42 Ave,North Miami Beach FL 33179   ,0303
,pmaha,03-0304,t0015534,Daquan Phillips,Notice,43905,0,0,0,43905,0,,,,,,,,,,,,2017-02-14,1285,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19355 S 42 Ave,North Miami Beach FL 33179   ,0304
,pmaha,03-0316,t0016441,Mason Steele,Eviction,161480,214980,161480,0,537940,0,,,2016-12-23,,3016-031814-tt-33,2017-01-10,2017-01-27,2017-01-27,,,,2017-02-14,1600,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19355 S 42 Ave,North Miami Beach FL 33179   ,0316
,pmaha,03-0317,t0016494,Maxwell Cole,Current,75240,0,0,0,75240,0,,,,,,,,,,,,2017-02-14,1550,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19355 S 42 Ave,North Miami Beach FL 33179   ,0317
,pmaha,03-0417,t0020993,Linus Blanchard,Current,89460,0,0,0,89460,0,,,,,,,,,,,,2017-02-14,1550,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19355 S 42 Ave,North Miami Beach FL 33179   0417
,pmaha,03-0502,t0022075,Stephen Grant,Current,175226,0,0,0,175226,0,,,,,,,,,,,,2017-02-14,1625,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19355 S 42 Ave,North Miami Beach FL 33179   ,0502
,pmaha,03-0505,t0002658,Knox Gibbs,Current,116615,227,0,0,116842,0,,,,,,,,,,,,2017-02-14,1285,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19355 S 42 Ave,North Miami Beach FL 33179   ,0505
,pmaha,03-0507,t0019321,Brennan Rutledge,Notice,53020,0,0,0,53020,0,,,,,,,,,,,,2017-02-14,1675,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19355 S 42 Ave,North Miami Beach FL 33179   ,0507
,pmaha,03-0511,t0014622,Preston Gates,Current,6713,0,0,0,6713,0,,,,,,,,,,,,2017-02-14,1420,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19355 S 42 Ave,North Miami Beach FL 33179   ,0511
,pmaha,03-0512,t0019533,Felix Tyson,Notice,140248,0,0,0,140248,0,,,,,,,,,,,,2017-02-14,1410,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19355 S 42 Ave,North Miami Beach FL 33179   ,0512
,pmaha,03-0514,t0016659,Louis Ashley,Current,132661,0,0,0,132661,0,,,,,,,,,,,,2017-02-14,1285,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19355 S 42 Ave,North Miami Beach FL 33179   ,0514
,pmaha,04-0112,t0021950,Alec Koch,Eviction,187590,134090,0,0,321680,0,,,,,,,,,,,,2017-02-14,1285,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19377 S 42 Ave,North Miami Beach FL 33179   ,0112
,pmaha,04-0115,t0010459,Caleb Snider,Current,128212,35,0,0,128247,0,,,,,,,,,,,,2017-02-14,1360,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19377 S 42 Ave,North Miami Beach FL 33179   ,0115
,pmaha,04-0203,t0011777,Merritt Ashley,Current,136374,0,0,0,136374,0,,,2016-11-23,,3016-019916-tt-33,,,,,,,2017-02-14,1335,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19377 S 42 Ave,North Miami Beach FL 33179   ,0203
,pmaha,04-0205,t0014427,Channing Jensen,Current,128699,0,0,0,128699,0,,,,,,,,,,,,2017-02-14,1285,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19377 S 42 Ave,North Miami Beach FL 33179   ,0205
,pmaha,04-0206,t0017824,Randall Hoffman,Current,46200,0,0,0,46200,0,,,,,,,,,,,,2017-02-14,1285,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19377 S 42 Ave,North Miami Beach FL 33179   ,0206
,pmaha,04-0207,t0004305,Elvis Rios,Current,2878,0,0,0,2878,0,,,,,,,,,,,,2017-02-14,1285,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19377 S 42 Ave,North Miami Beach FL 33179   ,0207
,pmaha,04-0303,t0017225,Dominic Valentine,Current,962,0,0,0,962,0,,,,,,,,,,,,2017-02-14,1285,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19377 S 42 Ave,North Miami Beach FL 33179   ,0303
,pmaha,04-0406,t0002722,Mannix Sears,Current,1513,0,0,0,1513,0,,,,,,,,,,,,2017-02-14,1285,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19377 S 42 Ave,North Miami Beach FL 33179   ,0406
,pmaha,04-0502,t0016824,Jerry Lara,Current,170980,0,0,0,170980,0,,,,,,,,,,,,2017-02-14,1600,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19377 S 42 Ave,North Miami Beach FL 33179   ,0502
,pmaha,04-0507,t0017579,Kieran Dejesus,Current,1031,0,0,0,1031,0,,,,,,,,,,,,2017-02-14,1285,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19377 S 42 Ave,North Miami Beach FL 33179   ,0507
,pmaha,05-0101,t0002937,Russell Hancock,Current,1445,0,0,0,1445,0,,,,,,,,,,,,2017-02-14,1575,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19255 S 42 Ave,North Miami Beach FL 33179   ,0101
,pmaha,05-0106,t0002753,Xander Daniel,Current,213,0,0,0,213,0,,,,,,,,,,,,2017-02-14,1310,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19255 S 42 Ave,North Miami Beach FL 33179   ,0106
,pmaha,05-0109,t0014345,Trevor Cantu,Current,3829,0,0,0,3829,0,,,,,,,,,,,,2017-02-14,1310,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19255 S 42 Ave,North Miami Beach FL 33179   ,0109
,pmaha,05-0110,t0014232,Odysseus Bennett,Current,1368,0,0,0,1368,0,,,,,,,,,,,,2017-02-14,1310,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19255 S 42 Ave,North Miami Beach FL 33179   ,0110
,pmaha,05-0111,t0019531,Drew Larson,Current,132072,1866,0,0,133938,0,,,,,,,,,,,,2017-02-14,1310,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19255 S 42 Ave,North Miami Beach FL 33179   ,0111
,pmaha,05-0117,t0002762,Dennis Gonzales,Notice,66660,0,0,0,66660,0,,,,,,,,,,,,2017-02-14,1360,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19255 S 42 Ave,North Miami Beach FL 33179   ,0117
,pmaha,05-0122,t0021160,Quamar Mcintosh,Current,10989,0,0,0,10989,0,,,,,,,,,,,,2017-02-14,1360,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19255 S 42 Ave,North Miami Beach FL 33179   ,0122
,pmaha,05-0125,t0020273,Steven Gonzalez,Current,137830,0,0,0,137830,0,,,2016-09-22,,16-016869-tt-33,,,,,,,2017-02-14,1300,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19255 S 42 Ave,North Miami Beach FL 33179   ,0125
,pmaha,05-0201,t0014807,Tate Oneil,Current,698,0,0,0,698,0,,,,,,,,,,,,2017-02-14,1575,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19255 S 42 Ave,North Miami Beach FL 33179   ,0201
,pmaha,05-0203,t0017688,Abdul Galloway,Current,175230,0,0,0,175230,0,,,,,,,,,,,,2017-02-14,1650,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19255 S 42 Ave,North Miami Beach FL 33179   ,0203
,pmaha,05-0217,t0002785,Kieran Snow,Current,3583,0,0,0,3583,0,,,,,,,,,,,,2017-02-14,1310,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19255 S 42 Ave,North Miami Beach FL 33179   ,0217
,pmaha,05-0221,t0022364,Alden Bradshaw,Current,1893,0,0,0,1893,0,,,,,,,,,,,,2017-02-14,1310,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19255 S 42 Ave,North Miami Beach FL 33179   ,0221
,pmaha,05-0222,t0008920,Graiden Watson,Current,129580,0,0,0,129580,0,,,,,,,,,,,,2017-02-14,1310,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19255 S 42 Ave,North Miami Beach FL 33179   ,0222
,pmaha,05-0224,t0002792,Garrison Rosa,Current,161154,0,0,0,161154,0,,,,,,,,,,,,2017-02-14,1575,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19255 S 42 Ave,North Miami Beach FL 33179   ,0224
,pmaha,05-0225,t0021667,Rogan Peck,Current,54113,0,0,0,54113,0,,,,,,,,,,,,2017-02-14,1570,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19255 S 42 Ave,North Miami Beach FL 33179   ,0225
,pmaha,05-0305,t0002798,Lucian Hobbs,Current,123200,0,0,0,123200,0,,,,,,,,,,,,2017-02-14,1360,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19255 S 42 Ave,North Miami Beach FL 33179   ,0305
,pmaha,05-0307,t0014930,Judah Foreman,Current,142800,2973,0,0,145773,0,,,2016-11-18,,3016-019696-tt-33,2016-12-09,,,,,,2017-02-14,1310,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19255 S 42 Ave,North Miami Beach FL 33179   ,0307
,pmaha,05-0408,t0020898,Blaze Sims,Current,1603,0,0,0,1603,0,,,,,,,,,,,,2017-02-14,1360,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19255 S 42 Ave,North Miami Beach FL 33179   ,0408
,pmaha,05-0409,t0002783,Ivan Mcclain,Current,127039,0,0,0,127039,0,,,,,,,,,,,,2017-02-14,1310,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19255 S 42 Ave,North Miami Beach FL 33179   ,0409
,pmaha,05-0415,t0002829,Ferris Patel,Current,149600,0,0,0,149600,0,,,,,,,,,,,,2017-02-14,1575,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19255 S 42 Ave,North Miami Beach FL 33179   0415
,pmaha,05-0417,t0013753,Honorato Castro,Current,49284,0,0,0,49284,0,,,,,,,,,,,,2017-02-14,1310,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19255 S 42 Ave,North Miami Beach FL 33179   0417
,pmaha,05-0419,t0016036,Berk Hicks,Current,119926,0,0,0,119926,0,,,2016-11-18,,3016-019613-tt-33,,,,,,,2017-02-14,1360,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19255 S 42 Ave,North Miami Beach FL 33179   0419
,pmaha,05-0509,t0002848,Arden Estes,Current,124091,0,0,0,124091,0,,,,,,,,,,,,2017-02-14,1310,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19255 S 42 Ave,North Miami Beach FL 33179   ,0509
,pmaha,05-0512,t0018700,Erasmus Phelps,Current,171636,0,0,0,171636,0,,,,,,,,,,,,2017-02-14,1600,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19255 S 42 Ave,North Miami Beach FL 33179   ,0512
,pmaha,05-0525,t0016154,Channing Gould,Current,1532,0,0,0,1532,0,,,,,,,,,,,,2017-02-14,1570,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19255 S 42 Ave,North Miami Beach FL 33179   ,0525
,pmaha,06-0105,t0022751,Rashad Cote,Current,143440,0,0,0,143440,0,,,,,,,,,,,,2017-02-14,1335,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19477 S 42 Ave,North Miami Beach FL 33179   ,0110
,pmaha,06-0107,t0016608,Abbot Montoya,Current,38170,0,0,0,38170,0,,,,,,,,,,,,2017-02-14,1625,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19221 S 42 Ave,North Miami Beach FL 33179   ,0107
,pmaha,06-0110,t0021945,James Osborn,Current,173030,0,0,0,173030,0,,,,,,,,,,,,2017-02-14,1750,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19221 S 42 Ave,North Miami Beach FL 33179   ,0110
,pmaha,06-0115,t0002876,Michael Estrada,Current,120734,0,0,0,120734,0,,,,,,,,,,,,2017-02-14,1285,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19221 S 42 Ave,North Miami Beach FL 33179   ,0115
,pmaha,06-0123,t0017265,Akeem Poole,Notice,84480,0,0,0,84480,0,,,,,,,,,,,,2017-02-14,1285,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19221 S 42 Ave,North Miami Beach FL 33179   ,0123
,pmaha,06-0212,t0019326,Lyle Mcintosh,Current,179390,0,0,0,179390,0,,,,,,,,,,,,2017-02-14,1550,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19221 S 42 Ave,North Miami Beach FL 33179   ,0212
,pmaha,06-0216,t0018978,Brett Kerr,Current,142241,0,0,0,142241,0,,,,,,,,,,,,2017-02-14,1335,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19221 S 42 Ave,North Miami Beach FL 33179   ,0216
,pmaha,06-0221,t0012430,Gil Dejesus,Eviction,128590,182090,128472,0,439152,0,,,2016-12-23,2017-01-02,3016-031819-tt-33,,2017-02-07,2017-02-07,,,,2017-02-14,1285,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19221 S 42 Ave,North Miami Beach FL 33179   ,0221
,pmaha,06-0306,t0014887,Wade Bowen,Current,32426,0,0,0,32426,0,,,,,,,,,,,,2017-02-14,1335,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19221 S 42 Ave,North Miami Beach FL 33179   ,0306
,pmaha,06-0309,t0017048,Jelani Solis,Current,14980,0,0,0,14980,0,,,,,,,,,,,,2017-02-14,1600,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19221 S 42 Ave,North Miami Beach FL 33179   ,0309
,pmaha,06-0312,t0015968,Jin Floyd,Notice,14121,0,0,0,14121,0,,,,,,,,,,,,2017-02-14,1550,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19221 S 42 Ave,North Miami Beach FL 33179   ,0312
,pmaha,06-0317,t0021569,Shad Cervantes,Current,154475,0,0,0,154475,0,,,,,,,,,,,,2017-02-14,1495,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19221 S 42 Ave,North Miami Beach FL 33179   ,0317
,pmaha,06-0318,t0018824,Vladimir Aguilar,Current,0,0,50577,0,50577,0,,,2016-11-18,,3016-019633-tt-33,2016-12-14,,,,,,2017-02-14,1285,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19221 S 42 Ave,North Miami Beach FL 33179   ,0318
,pmaha,06-0320,t0021127,Marvin Hurley,Current,1191,0,0,0,1191,0,,,,,,,,,,,,2017-02-14,1335,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19221 S 42 Ave,North Miami Beach FL 33179   ,0320
,pmaha,06-0323,t0014167,Laith Mays,Current,124740,7579,0,0,132319,0,,,,,,,,,,,,2017-02-14,1285,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19221 S 42 Ave,North Miami Beach FL 33179   ,0323
,pmaha,06-0325,t0021250,Ira Small,Current,141650,0,0,0,141650,0,,,,,,,,,,,,2017-02-14,1410,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19221 S 42 Ave,North Miami Beach FL 33179   ,0325
,pmaha,06-0403,t0020434,Devin Hood,Current,13064,0,0,0,13064,0,,,,,,,,,,,,2017-02-14,1335,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19221 S 42 Ave,North Miami Beach FL 33179   ,0403
,pmaha,06-0412,t0002942,Rahim Banks,Current,138380,0,0,0,138380,0,,,2016-09-21,,16-016831-tt-33,2016-10-13,,,,,,2017-02-14,1550,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19221 S 42 Ave,North Miami Beach FL 33179   0412
,pmaha,06-0425,t0022452,Tanek Lawson,Current,148269,0,0,0,148269,0,,,,,,,,,,,,2017-02-14,1410,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19221 S 42 Ave,North Miami Beach FL 33179   ,0425
,pmaha,06-0503,t0022564,Raymond Ortiz,Current,1469,0,0,0,1469,0,,,,,,,,,,,,2017-02-14,1360,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19221 S 42 Ave,North Miami Beach FL 33179   ,0503
,pmaha,06-0511,t0021478,Coby Beasley,Current,150150,0,0,0,150150,0,,,,,,,,,,,,2017-02-14,1410,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19221 S 42 Ave,North Miami Beach FL 33179   ,0511
,pmaha,06-0522,t0002974,Trevor Aguilar,Current,152335,0,0,0,152335,0,,,,,,,,,,,,2017-02-14,1550,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19221 S 42 Ave,North Miami Beach FL 33179   ,0522
,pmaha,06-0523,t0021826,Jonas Albert,Current,106,0,0,0,106,0,,,,,,,,,,,,2017-02-14,1285,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19221 S 42 Ave,North Miami Beach FL 33179   ,0523
,pmaha,06-0525,t0002887,Bernard Delaney,Current,67307,0,0,0,67307,0,,,,,,,,,,,,2017-02-14,1285,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19221 S 42 Ave,North Miami Beach FL 33179   ,0525
,pmaha,06-0527,t0012866,Michael Hogan,Current,153507,0,0,0,153507,0,,,,,,,,,,,,2017-02-14,1550,Myriam Rojas,Matthew Rodriguez,North Aventura Apartments LLC ,   North Aventura Apartments,19221 S 42 Ave,North Miami Beach FL 33179   ,0527
,041,001-0407,t0000923,Jakeem Woodard,Current,379,0,0,0,379,0,,,,,,,,,,,,2017-02-14,1755,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,19000 South Bay  Drive,Sunny Isles FL 33160,0407
,041,001-0505,t0018271,Callum Parks,Notice,267300,0,0,0,267300,0,,,2016-12-19,,3016-031464-tt-33,2017-01-04,,,,,,2017-02-14,2080,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,19000 South Bay  Drive,Sunny Isles FL 33160,0505
,041,001-0704,t0002140,Jordan Perry,Current,179444,0,0,0,179444,0,,,,,,,,,,,,2017-02-14,2105,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,19000 South Bay  Drive,Sunny Isles FL 33160,0704
,041,001-0707,t0005295,Beck Sykes,Current,12375,0,0,0,12375,0,,,,,,,,,,,,2017-02-14,1735,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,19000 South Bay  Drive,Sunny Isles FL 33160,0707
,041,001-0710,t0057344,Daquan Phillips,Current,244640,0,0,0,244640,0,,,,,,,,,,,,2017-02-14,2190,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,19000 South Bay  Drive,Sunny Isles FL 33160,0710
,041,001-0804,t0021025,Mason Steele,Current,3271,0,0,0,3271,0,,,,,,,,,,,,2017-02-14,2115,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,19000 South Bay  Drive,Sunny Isles FL 33160,0804
,041,001-1004,t0000817,Maxwell Cole,Current,225432,0,0,0,225432,0,,,,,,,,,,,,2017-02-14,2135,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,19000 South Bay  Drive,Sunny Isles FL 33160,1004
,041,001-1011,t0018974,Linus Blanchard,Current,192969,0,0,0,192969,0,,,,,,,,,,,,2017-02-14,1765,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,19000 South Bay  Drive,Sunny Isles FL 33160,1011
,041,001-1205,t0014392,Stephen Grant,Current,239850,0,0,0,239850,0,,,,,,,,,,,,2017-02-14,2240,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,19000 South Bay  Drive,Sunny Isles FL 33160,1205
,041,001-1208,t0020623,Knox Gibbs,Current,44000,0,0,0,44000,0,,,,,,,,,,,,2017-02-14,2215,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,19000 South Bay  Drive,Sunny Isles FL 33160,1208
,041,001-1211,t0019437,Brennan Rutledge,Notice,100210,0,0,0,100210,0,,,,,,,,,,,,2017-02-14,1775,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,19000 South Bay  Drive,Sunny Isles FL 33160,1211
,041,001-1509,t0014412,Preston Gates,Current,5666,0,0,0,5666,0,,,,,,,,,,,,2017-02-14,1735,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,19000 South Bay  Drive,Sunny Isles FL 33160,1509
,041,001-1512,t0016896,Felix Tyson,Current,92705,0,0,0,92705,0,,,,,,,,,,,,2017-02-14,2200,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,19000 South Bay  Drive,Sunny Isles FL 33160,1512
,041,001-1601,t0021170,Louis Ashley,Current,233,0,0,0,233,0,,,2016-09-26,,3016-016166-tt-33,,,,,,,2017-02-14,1880,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,19000 South Bay  Drive,Sunny Isles FL 33160,1601
,041,001-1608,t0017833,Alec Koch,Current,212200,0,0,0,212200,0,,,,,,,,,,,,2017-02-14,2320,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,19000 South Bay  Drive,Sunny Isles FL 33160,1608
,041,001-1704,t0009011,Caleb Snider,Current,3638,0,0,0,3638,0,,,,,,,,,,,,2017-02-14,2225,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,19000 South Bay  Drive,Sunny Isles FL 33160,1704
,041,001-1706,t0003474,Merritt Ashley,Current,4690,0,0,0,4690,0,,,,,,,,,,,,2017-02-14,2435,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,19000 South Bay  Drive,Sunny Isles FL 33160,1706
,041,001-1715,t0021370,Channing Jensen,Current,216480,0,0,0,216480,0,,,,,,,,,,,,2017-02-14,2255,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,19000 South Bay  Drive,Sunny Isles FL 33160,1715
,041,002-0502,t0019582,Randall Hoffman,Notice,29587,0,0,0,29587,0,,,,,,,,,,,,2017-02-14,2900,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,1800 South Bay  Drive,Sunny Isles FL 33160,0502
,041,002-0504,t0020629,Elvis Rios,Current,217582,0,0,0,217582,0,,,,,,,,,,,,2017-02-14,2075,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,1800 South Bay  Drive,Sunny Isles FL 33160,0504
,041,002-0605,t0018492,Dominic Valentine,Current,185858,0,0,0,185858,0,,3380,2016-12-15,,3016-031183-tt-33,,,,,,,2017-02-14,1690,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,1800 South Bay  Drive,Sunny Isles FL 33160,0605
,041,002-0611,t0019021,Mannix Sears,Current,223291,0,0,0,223291,0,,,,,,,,,,,,2017-02-14,2025,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,1800 South Bay  Drive,Sunny Isles FL 33160,0611
,041,002-0615,t0005271,Walter Bartlett,Current,217800,8253,0,0,226053,0,,,2016-09-16,,16-016638-tt-33,,,,,,,2017-02-14,2045,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,1800 South Bay  Drive,Sunny Isles FL 33160,0615
,041,002-0711,t0001272,Jerry Lara,Current,222310,0,0,0,222310,0,,,,,,,,,,,,2017-02-14,2035,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,1800 South Bay  Drive,Sunny Isles FL 33160,0711
,041,002-0817,t0001008,Kieran Dejesus,Eviction,221650,226489,0,0,448139,0,,2015,2016-12-19,2016-12-21,3016-031448-tt-33,,,,,2017-02-03,,2017-02-14,2075,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,1800 South Bay  Drive,Sunny Isles FL 33160,0817
,041,002-0902,t0016828,Russell Hancock,Eviction,283250,0,0,0,283250,0,,,,,,,,,,2017-01-25,,2017-02-14,2840,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,1800 South Bay  Drive,Sunny Isles FL 33160,0902
,041,002-0907,t0020590,Xander Daniel,Eviction,177760,231260,118850,0,527870,0,,,2016-12-15,,3016-031186-tt-33,2017-01-03,,2017-02-08,,,,2017-02-14,1765,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,1800 South Bay  Drive,Sunny Isles FL 33160,0907
,041,002-1002,t0017290,Trevor Cantu,Current,315700,0,0,0,315700,0,,,,,,,,,,,,2017-02-14,2900,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,1800 South Bay  Drive,Sunny Isles FL 33160,1002
,041,002-1006,t0001012,Odysseus Bennett,Current,234910,0,0,0,234910,0,,,,,,,,,,,,2017-02-14,2075,Susan Brines,Matthew Rodriguez,Atlantic Shores LLC,   Atlantic Shores,1800 South Bay  Drive,Sunny Isles FL 33160,1006
